AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,0.0,0.0,0.0,52.33,51.67,0.0,84.0,0.0,0.0,48.33,0.0,0.0,47.67,0.0,0.0,16.0,60.0,84.5,460102040006,46,OSWEGO,2019,7.0,0.0,93.0,0.0,0.0,0.0
AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,0.0,0.0,22.73,54.55,70.91,0.0,77.27,66.36,0.0,29.09,0.0,0.0,9.09,0.0,0.0,22.73,0.0,92.73,310200010047,31,NEW YORK,2019,4.55,0.0,31.82,0.0,0.0,0.0
AMHERST CENTRAL HIGH SCHOOL,0.0,7.45,15.73,28.64,49.17,0.83,88.25,3.81,1.66,50.83,0.0,0.0,71.36,63.74,0.0,11.75,69.04,95.12,140201060002,14,ERIE,2019,0.0,0.0,0.0,0.0,0.0,0.0
AMITYVILLE MEMORIAL HIGH SCHOOL,0.0,0.71,46.79,71.18,48.07,0.0,85.16,44.08,18.4,51.93,0.0,0.0,28.82,81.6,0.0,14.84,6.13,80.6,580106030005,58,SUFFOLK,2019,5.99,0.0,94.01,0.0,0.0,0.0
AMSTERDAM HIGH SCHOOL,0.0,0.0,6.56,54.95,50.0,0.0,82.43,39.98,5.07,50.0,0.0,0.0,45.05,94.93,0.0,17.57,50.25,75.99,270100010010,27,MONTGOMERY,2019,1.49,0.0,64.23,0.0,0.0,0.0
ANDES CENTRAL SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.91,120102040001,12,DELAWARE,2019,0.0,0.0,0.0,0.0,0.0,0.0
ANDOVER SCHOOL,0.0,0.0,0.0,43.66,49.3,0.0,0.0,0.0,0.0,50.7,0.0,0.0,56.34,0.0,0.0,0.0,0.0,92.96,20601040001,2,ALLEGANY,2019,0.0,0.0,0.0,0.0,0.0,0.0
ANTONIA PANTOJA PREPARATORY ACADEMY,0.0,0.0,15.79,76.61,52.05,7.6,79.53,62.57,8.19,47.95,0.0,0.0,23.39,60.23,0.0,20.47,0.0,65.5,320800011376,32,BRONX,2019,16.37,0.0,83.63,0.0,0.0,0.0
ARCADIA HIGH SCHOOL,0.0,2.61,12.44,52.49,46.68,0.0,85.66,12.44,0.59,53.32,0.0,0.59,47.51,36.02,0.0,14.34,70.26,92.65,260501060010,26,MONROE,2019,1.42,0.0,66.94,0.0,0.0,0.0
"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICAT",0.0,0.0,29.92,78.03,36.36,0.0,73.86,60.61,0.0,63.64,0.0,0.0,21.97,0.0,0.0,26.14,0.0,72.73,320800011367,32,BRONX,2019,11.74,0.0,88.26,0.0,0.0,0.0
ARDSLEY HIGH SCHOOL,0.0,17.58,1.06,10.59,48.94,0.0,90.25,6.99,0.0,51.06,0.0,0.0,89.41,0.0,0.0,9.75,68.64,97.88,660405030001,66,WESTCHESTER,2019,0.0,0.0,0.0,0.0,0.0,0.0
ARGYLE HIGH SCHOOL,0.0,0.0,0.0,41.6,54.4,0.0,35.2,0.0,0.0,45.6,0.0,0.0,58.4,0.0,0.0,4.0,0.0,93.6,640101040001,64,WASHINGTON,2019,0.0,0.0,0.0,0.0,0.0,0.0
ARKPORT CENTRAL SCHOOL,0.0,0.0,0.0,31.11,53.33,0.0,34.44,0.0,0.0,46.67,0.0,0.0,68.89,0.0,0.0,5.56,0.0,92.22,571901040004,57,STEUBEN,2019,0.0,0.0,0.0,0.0,0.0,0.0
ARLINGTON HIGH SCHOOL,0.0,4.65,9.12,21.99,49.65,0.27,88.01,10.58,0.27,50.35,0.0,1.42,78.01,29.96,0.0,11.99,74.25,92.19,131601060008,13,DUTCHESS,2019,1.64,0.0,98.36,0.0,0.0,0.0
ART AND DESIGN HIGH SCHOOL,0.0,4.06,20.52,64.72,58.57,1.98,80.28,56.1,0.0,41.43,0.0,0.0,35.28,0.0,0.0,19.72,13.18,90.29,310200011630,31,NEW YORK,2019,4.26,0.0,95.74,0.0,0.0,0.0
ARTS AND MEDIA PREPARATORY ACADEMY,0.0,0.0,83.33,83.33,43.75,0.0,85.42,0.0,0.0,56.25,0.0,0.0,16.67,0.0,0.0,14.58,0.0,70.83,331800011589,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,0.0,0.0,0.0,82.75,56.87,4.15,81.79,60.06,13.1,43.13,0.0,0.0,17.25,86.9,0.0,18.21,0.0,35.14,321200011446,32,BRONX,2019,7.67,0.0,92.33,0.0,0.0,0.0
ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,0.0,0.0,76.67,84.24,50.3,0.0,78.79,8.48,0.0,49.7,0.0,0.0,15.76,0.0,0.0,21.21,0.0,35.3,332300011646,33,KINGS,2019,13.03,0.0,86.97,0.0,0.0,0.0
ASTOR COLLEGIATE HIGH SCHOOL,0.0,0.0,33.93,75.3,43.45,1.49,76.79,46.73,1.79,56.55,0.0,0.0,24.7,30.65,0.0,23.21,10.42,80.95,321100011299,32,BRONX,2019,4.17,0.0,63.39,0.0,0.0,0.0
ATTICA SENIOR HIGH SCHOOL,0.0,0.0,0.0,29.6,47.13,0.0,82.76,0.0,0.0,52.87,0.0,0.0,70.4,0.0,0.0,17.24,31.32,94.54,670201060001,67,WYOMING,2019,0.0,0.0,0.0,0.0,0.0,0.0
AUBURN HIGH SCHOOL,0.0,0.0,11.37,39.81,50.0,0.0,90.77,3.97,0.0,50.0,0.0,0.86,60.19,0.0,0.0,9.23,80.15,79.61,50100010013,5,CAYUGA,2019,2.58,0.0,62.34,0.0,0.0,0.0
AUGUST MARTIN HIGH SCHOOL,1.85,5.56,72.22,76.3,41.11,0.0,82.22,12.22,2.22,58.89,0.0,0.0,23.7,42.22,0.0,17.78,0.0,75.19,342700011400,34,QUEENS,2019,10.0,0.0,90.0,0.0,0.0,0.0
AUSABLE VALLEY HIGH SCHOOL,0.0,0.0,0.0,52.71,49.1,0.0,80.87,0.0,0.0,50.9,0.0,0.0,47.29,0.0,0.0,19.13,0.0,87.73,90201040002,9,CLINTON,2019,0.0,0.0,0.0,0.0,0.0,0.0
AUTOMOTIVE HIGH SCHOOL,0.0,0.0,46.44,79.5,10.88,0.0,68.62,39.33,6.28,89.12,0.0,0.0,20.5,75.31,0.0,31.38,0.0,78.24,331400011610,33,KINGS,2019,2.93,0.0,45.61,0.0,0.0,0.0
AVERILL PARK HIGH SCHOOL,0.0,0.68,0.0,19.05,50.14,0.0,82.3,1.35,0.0,49.86,0.0,1.49,80.95,0.0,0.0,17.7,93.92,92.57,491302060002,49,RENSSELAER,2019,0.0,0.0,0.0,0.0,0.0,0.0
AVIATION CAREER AND TECHNICAL HIGH SCHOOL,0.38,33.46,4.76,56.32,20.0,3.81,89.52,47.49,0.83,80.0,0.0,0.89,43.68,58.16,0.0,10.48,11.17,85.87,342400011610,34,QUEENS,2019,0.32,0.0,29.27,0.0,0.0,0.0
AVOCA CENTRAL SCHOOL,0.0,0.0,0.0,59.14,37.63,0.0,0.0,0.0,0.0,62.37,0.0,0.0,40.86,0.0,0.0,0.0,0.0,95.16,570201040002,57,STEUBEN,2019,0.0,0.0,0.0,0.0,0.0,0.0
AVON HIGH SCHOOL,0.0,0.0,0.0,22.75,47.87,0.0,53.55,0.0,0.0,52.13,0.0,0.0,77.25,0.0,0.0,6.16,61.61,91.47,240101040002,24,LIVINGSTON,2019,0.0,0.0,0.0,0.0,0.0,0.0
BABYLON JUNIOR-SENIOR HIGH SCHOOL,0.0,1.24,1.49,15.84,49.26,0.0,89.36,13.12,2.48,50.74,0.0,0.0,84.16,63.86,0.0,10.64,79.95,96.41,580101030002,58,SUFFOLK,2019,0.0,0.0,0.0,0.0,0.0,0.0
BACCALAUREATE SCHOOL OF GLOBAL EDUCATION,0.0,41.74,0.0,43.12,60.09,0.0,0.0,4.59,0.0,39.91,0.0,2.29,56.88,0.0,0.0,0.0,35.78,99.54,343000011580,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BAINBRIDGE-GUILFORD HIGH SCHOOL,0.0,0.0,0.0,41.41,50.51,0.0,61.11,0.0,0.0,49.49,0.0,0.0,58.59,0.0,0.0,8.08,59.6,94.44,80201040001,8,CHENANGO,2019,0.0,0.0,0.0,0.0,0.0,0.0
BALDWIN SENIOR HIGH SCHOOL,0.0,4.17,50.43,26.61,50.96,2.09,87.04,23.3,1.57,49.04,0.0,2.43,73.39,63.57,0.0,12.96,19.65,97.26,280210030013,28,NASSAU,2019,1.39,0.0,63.74,0.0,0.0,0.0
BALLSTON SPA SENIOR HIGH SCHOOL,0.0,0.73,2.2,29.91,47.85,0.0,86.88,1.47,0.0,52.15,0.0,0.0,70.09,0.0,0.0,13.12,93.81,90.14,521301060001,52,SARATOGA,2019,4.51,0.0,95.49,0.0,0.0,0.0
BARD HIGH SCHOOL EARLY COLLEGE,0.0,25.76,11.87,44.95,60.61,0.0,0.0,6.31,0.0,39.39,0.0,0.0,55.05,0.0,0.0,0.0,40.4,98.86,310100011696,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0
BARD HIGH SCHOOL EARLY COLLEGE II,0.0,35.63,11.49,40.46,58.39,0.0,0.0,15.86,0.0,41.61,0.0,0.0,59.54,0.0,0.0,0.0,34.02,99.31,342400011299,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BARKER HIGH SCHOOL,0.0,0.0,0.0,46.63,44.94,0.0,26.4,0.0,0.0,55.06,0.0,0.0,53.37,0.0,0.0,5.62,88.76,96.91,401301040003,40,NIAGARA,2019,0.0,0.0,0.0,0.0,0.0,0.0
BARUCH COLLEGE CAMPUS HIGH SCHOOL,0.0,47.06,0.0,48.82,57.35,0.0,87.35,9.12,0.0,42.65,0.0,0.0,51.18,0.0,0.0,12.65,32.94,100.0,310200011411,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0
BATAVIA HIGH SCHOOL,0.0,0.0,5.56,51.44,51.03,0.0,86.83,6.79,0.0,48.97,0.0,2.06,48.56,0.0,0.0,13.17,77.37,94.03,180300010006,18,GENESEE,2019,0.0,0.0,0.0,0.0,0.0,0.0
BAY SHORE SENIOR HIGH SCHOOL,0.0,2.83,21.52,49.17,48.55,0.34,86.83,38.97,5.31,51.45,0.0,0.69,50.83,94.69,0.0,13.17,34.0,90.48,580501030006,58,SUFFOLK,2019,2.07,0.0,97.93,0.0,0.0,0.0
BAYPORT-BLUE POINT HIGH SCHOOL,0.0,0.0,0.0,12.08,48.86,0.0,88.97,4.55,0.0,51.14,0.0,0.0,87.92,0.0,0.0,11.03,91.59,97.9,580505020004,58,SUFFOLK,2019,0.0,0.0,0.0,0.0,0.0,0.0
BAYSIDE HIGH SCHOOL,0.0,41.38,12.17,74.75,50.29,5.11,84.89,26.55,2.29,49.71,0.0,0.0,25.25,97.71,0.0,15.11,18.75,98.41,342600011495,34,QUEENS,2019,3.35,0.0,96.65,0.0,0.0,0.0
BEACON HIGH SCHOOL,0.0,2.21,16.88,34.22,58.83,0.0,88.38,24.09,0.52,41.17,0.0,3.05,65.78,14.61,0.0,11.62,49.29,94.55,130200010005,13,DUTCHESS,2019,0.71,0.0,27.6,0.0,0.0,0.0
BEACON HIGH SCHOOL,0.0,2.21,16.88,34.22,58.83,0.0,88.38,24.09,0.52,41.17,0.0,3.05,65.78,14.61,0.0,11.62,49.29,94.55,310300011479,31,NEW YORK,2019,0.71,0.0,27.6,0.0,0.0,0.0
BEAVER RIVER MIDDLE/SENIOR HIGH SCHOOL,0.0,0.0,0.0,51.49,50.99,0.0,60.89,0.0,0.0,49.01,0.0,0.0,48.51,0.0,0.0,8.42,0.0,95.54,231301040002,23,LEWIS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BEDFORD ACADEMY HIGH SCHOOL,0.0,0.0,81.93,77.51,56.63,0.0,91.97,6.83,0.0,43.37,0.0,2.41,22.49,0.0,0.0,8.03,0.0,99.2,331300011595,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BEDFORD STUYVESANT PREPRETORY HIGH SCHOOL,0.0,0.0,56.36,52.73,56.36,0.0,0.0,0.0,0.0,43.64,0.0,0.0,12.73,0.0,0.0,0.0,0.0,49.09,331300011575,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BEEKMANTOWN HIGH SCHOOL,0.0,0.0,0.0,48.33,46.77,0.0,80.85,0.0,0.0,53.23,0.0,0.0,51.67,0.0,0.0,19.15,64.14,89.76,90301060006,9,CLINTON,2019,3.12,0.0,64.37,0.0,0.0,0.0
BELFAST SCHOOL,0.0,0.0,0.0,49.23,41.54,0.0,0.0,0.0,0.0,58.46,0.0,0.0,50.77,0.0,0.0,0.0,0.0,92.31,20801040001,2,ALLEGANY,2019,0.0,0.0,0.0,0.0,0.0,0.0
BELIEVE NORTHSIDE CHARTER HIGH SCHOOL,0.0,0.0,23.46,79.23,52.69,1.92,83.46,67.31,2.31,47.31,0.0,0.0,20.77,33.46,0.0,16.54,0.0,91.15,331400860945,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BELLEVILLE HENDERSON CENTRAL SCHOOL,0.0,0.0,0.0,47.25,58.24,0.0,35.16,0.0,0.0,41.76,0.0,0.0,52.75,0.0,0.0,7.69,0.0,91.21,220909040010,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,0.0,0.0
BELLPORT SENIOR HIGH SCHOOL,0.0,1.51,20.79,55.8,49.24,0.0,86.98,31.79,5.45,50.76,0.0,0.0,44.2,94.55,0.0,13.02,43.59,88.9,580235060006,58,SUFFOLK,2019,3.03,0.0,96.97,0.0,0.0,0.0
BELMONT PREPERATORY HIGH SCHOOL,0.0,0.0,8.22,81.16,54.11,6.51,83.22,66.44,0.0,45.89,0.0,0.0,18.84,0.0,0.0,16.78,0.0,89.73,321000011434,32,BRONX,2019,2.4,0.0,34.25,0.0,0.0,0.0
BENJAMIN BANNEKER ACADEMY,0.99,1.32,86.16,67.71,57.0,0.0,92.42,7.58,0.0,43.0,0.0,0.0,32.29,0.0,0.0,7.58,0.0,97.2,331300011670,33,KINGS,2019,3.95,0.0,96.05,0.0,0.0,0.0
BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TE,0.0,13.44,67.2,88.17,41.94,2.69,82.8,8.6,7.53,58.06,0.0,0.0,11.83,92.47,0.0,17.2,0.0,86.02,342900011313,34,QUEENS,2019,3.76,0.0,44.62,0.0,0.0,0.0
BENJAMIN N CARDOZO HIGH SCHOOL,0.3,45.37,19.51,58.45,51.8,5.17,89.22,19.06,2.23,48.2,0.0,0.3,41.55,97.77,0.0,10.78,14.72,91.64,342600011415,34,QUEENS,2019,2.45,0.0,97.55,0.0,0.0,0.0
BENNETT HIGH SCHOOL,0.0,0.0,88.24,85.29,48.53,0.0,80.88,0.0,0.0,51.47,0.0,0.0,14.71,0.0,0.0,19.12,0.0,66.18,140600010099,14,ERIE,2019,0.0,0.0,0.0,0.0,0.0,0.0
BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100308020001,10,COLUMBIA,2019,0.0,0.0,0.0,0.0,0.0,0.0
BERLIN HIGH SCHOOL,0.0,0.0,0.0,50.84,46.93,0.0,83.8,0.0,0.0,53.07,0.0,0.0,49.16,0.0,0.0,16.2,0.0,82.68,490101040006,49,RENSSELAER,2019,0.0,0.0,0.0,0.0,0.0,0.0
BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,33.16,42.63,0.0,87.37,0.0,0.0,57.37,0.0,0.0,66.84,0.0,0.0,12.63,0.0,94.21,10201040001,1,ALBANY,2019,0.0,0.0,0.0,0.0,0.0,0.0
BETHLEHEM CENTRAL SENIOR HIGH SCHOOL,0.0,7.53,0.99,11.92,50.17,0.75,94.7,3.31,0.0,49.83,0.0,0.5,88.08,0.0,0.0,5.3,85.51,95.9,10306060008,1,ALBANY,2019,0.0,0.0,0.0,0.0,0.0,0.0
BETHPAGE SENIOR HIGH SCHOOL,0.0,4.19,0.0,19.89,47.23,0.0,90.53,13.26,0.68,52.77,0.0,0.0,80.11,32.61,0.0,9.47,74.7,98.65,280521030006,28,NASSAU,2019,0.0,0.0,0.0,0.0,0.0,0.0
BINGHAMTON HIGH SCHOOL,0.0,1.18,26.95,67.76,50.46,0.42,83.54,13.1,2.6,49.54,0.0,7.05,32.24,97.4,0.0,16.46,49.12,73.93,30200010021,3,BROOME,2019,4.2,0.0,95.8,0.0,0.0,0.0
BIRCHWOOD SCHOOL,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,73.21,500101060020,50,ROCKLAND,2019,0.0,0.0,0.0,0.0,0.0,0.0
BLIND BROOK  HIGH SCHOOL,0.0,1.9,0.0,0.0,46.61,0.0,88.08,1.9,0.0,53.39,0.0,0.0,0.0,0.0,0.0,11.92,89.7,100.0,661905020002,66,WESTCHESTER,2019,0.0,0.0,0.0,0.0,0.0,0.0
BLOOMFIELD HIGH SCHOOL,0.0,0.0,0.0,29.79,51.91,0.0,62.13,0.0,0.0,48.09,0.0,0.0,70.21,0.0,0.0,5.96,33.62,94.47,430501040001,43,ONTARIO,2019,0.0,0.0,0.0,0.0,0.0,0.0
BOERUM SCHOOL FOR INTERNATIONAL STUDIES (THE),0.0,0.0,51.34,75.94,50.8,0.0,85.03,32.62,3.74,49.2,0.0,0.0,24.06,23.53,0.0,14.97,2.67,78.88,331500011497,33,KINGS,2019,8.56,0.0,64.17,0.0,0.0,0.0
BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,52.2,53.46,0.0,64.78,0.0,0.0,46.54,0.0,0.0,47.8,0.0,0.0,8.18,0.0,93.71,22902040001,2,ALLEGANY,2019,0.0,0.0,0.0,0.0,0.0,0.0
BOLTON CENTRAL SCHOOL,0.0,0.0,0.0,17.02,55.32,0.0,0.0,0.0,0.0,44.68,0.0,0.0,17.02,0.0,0.0,0.0,0.0,82.98,630101040001,63,WARREN,2019,0.0,0.0,0.0,0.0,0.0,0.0
BOYS & GIRLS HIGH SCHOOL,0.0,0.0,84.59,82.44,36.2,0.0,70.25,3.94,1.79,63.8,0.0,0.0,17.56,29.39,0.0,29.75,0.0,74.91,331600011455,33,KINGS,2019,9.68,0.0,90.32,0.0,0.0,0.0
BRADFORD CENTRAL SCHOOL,0.0,0.0,0.0,47.69,53.85,0.0,29.23,0.0,0.0,46.15,0.0,0.0,52.31,0.0,0.0,7.69,0.0,87.69,570401040001,57,STEUBEN,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRENTWOOD HIGH SCHOOL,0.0,0.0,11.67,80.72,46.67,7.8,91.47,81.27,22.07,53.33,0.0,0.0,19.28,77.93,0.0,8.53,4.49,77.11,580512030018,58,SUFFOLK,2019,3.67,0.4,96.33,99.6,0.0,0.0
BREWSTER HIGH SCHOOL,0.0,2.07,2.92,27.04,47.75,1.83,85.75,27.53,5.85,52.25,0.0,0.73,72.96,94.15,0.0,14.25,64.56,90.68,480601060003,48,PUTNAM,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRIARCLIFF HIGH SCHOOL,0.0,11.19,2.33,4.2,51.05,0.0,63.4,1.63,0.0,48.95,0.0,0.0,64.57,0.0,0.0,5.36,77.86,99.77,661402020002,66,WESTCHESTER,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRIDGEHAMPTON SCHOOL,0.0,0.0,29.17,39.58,56.25,0.0,0.0,18.75,0.0,43.75,0.0,0.0,29.17,0.0,0.0,0.0,0.0,87.5,580909020001,58,SUFFOLK,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRIGHTON HIGH SCHOOL,0.0,12.02,8.05,17.91,49.04,0.0,86.18,4.21,0.0,50.96,0.0,0.0,82.09,0.0,0.0,13.82,72.24,97.36,260101060004,26,MONROE,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROADALBIN-PERTH HIGH SCHOOL,0.0,0.0,2.02,41.56,45.59,0.0,91.69,0.0,0.0,54.41,0.0,0.0,58.44,0.0,0.0,8.31,93.2,90.18,171102040004,17,FULTON,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROCKPORT HIGH SCHOOL,0.0,0.0,5.39,42.48,45.49,0.0,89.72,7.27,0.0,54.51,0.0,0.0,57.52,0.0,0.0,10.28,83.46,91.54,261801060003,26,MONROE,2019,1.5,0.0,63.41,0.0,0.0,0.0
BROCTON MIDDLE HIGH SCHOOL,0.0,0.0,0.0,52.34,45.79,0.0,61.68,0.0,0.0,54.21,0.0,0.0,47.66,0.0,0.0,10.28,47.66,94.39,62301040003,6,CHAUTAUQUA,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),0.0,5.07,29.05,62.84,16.55,4.05,71.28,58.78,0.0,83.45,0.0,0.0,37.16,0.0,0.0,28.72,0.0,73.82,321000011264,32,BRONX,2019,8.11,0.0,91.89,0.0,0.0,0.0
BRONX ACADEMY OF HEALTH CAREERS,0.0,1.81,37.68,70.65,65.22,5.43,75.72,51.81,5.07,34.78,0.0,0.0,29.35,58.33,0.0,24.28,0.0,82.07,321100011290,32,BRONX,2019,13.77,0.0,86.23,0.0,0.0,0.0
BRONX ACADEMY OF LETTERS,0.0,0.0,9.32,82.2,51.27,2.12,74.15,66.1,10.59,48.73,0.0,0.0,17.8,89.41,0.0,25.85,0.0,85.81,320700011551,32,BRONX,2019,6.78,0.0,93.22,0.0,0.0,0.0
BRONX AEROSPACE ACADEMY,0.0,0.0,36.4,66.67,20.31,0.0,73.95,40.61,9.96,79.69,0.0,0.0,33.33,90.04,0.0,26.05,0.0,67.43,321100011545,32,BRONX,2019,14.56,0.0,85.44,0.0,0.0,0.0
BRONX ARENA HIGH SCHOOL,0.0,0.0,9.57,88.52,54.55,0.0,54.55,60.29,3.35,45.45,0.0,0.0,11.48,28.71,0.0,9.57,0.0,27.51,320800011537,32,BRONX,2019,12.44,0.0,87.56,0.0,0.0,0.0
BRONX BRIDGES HIGH SCHOOL,0.0,4.07,0.0,81.3,42.68,20.33,90.24,82.52,66.67,57.32,0.0,0.0,18.7,33.33,0.0,9.76,0.0,71.34,320800011432,32,BRONX,2019,22.36,0.0,77.64,0.0,0.0,0.0
BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,0.0,0.0,0.0,83.91,49.81,5.36,75.48,54.02,16.48,50.19,0.0,0.0,16.09,83.52,0.0,24.52,0.0,54.79,321200011479,32,BRONX,2019,13.79,0.0,86.21,0.0,0.0,0.0
BRONX CENTER FOR SCIENCE AND MATHEMATICS,0.0,0.0,24.77,82.18,57.1,2.11,84.29,64.35,0.0,42.9,0.0,0.0,17.82,0.0,0.0,15.71,0.0,92.9,320900011260,32,BRONX,2019,4.53,0.0,61.93,0.0,0.0,0.0
BRONX COLLABORATIVE HIGH SCHOOL,0.0,0.0,26.88,82.37,45.38,5.2,78.9,65.61,19.94,54.62,0.0,0.0,17.63,80.06,0.0,21.1,0.0,67.34,321000011351,32,BRONX,2019,11.85,0.0,88.15,0.0,0.0,0.0
BRONX COLLELGIATE ACADEMY,0.0,0.0,0.0,77.74,45.58,7.42,74.91,70.32,14.13,54.42,0.0,0.0,22.26,85.87,0.0,25.09,0.0,79.68,320900011227,32,BRONX,2019,12.37,0.0,87.63,0.0,0.0,0.0
BRONX COMMUNITY HIGH SCHOOL,0.0,0.0,10.88,78.66,50.21,0.0,81.17,64.02,5.86,49.79,0.0,0.0,21.34,63.18,0.0,18.83,0.0,31.17,320800011377,32,BRONX,2019,5.44,0.0,58.58,0.0,0.0,0.0
BRONX COMPASS HIGH SCHOOL,0.0,0.0,22.26,74.61,34.8,3.45,73.04,60.19,7.21,65.2,0.0,0.0,25.39,92.79,0.0,26.96,0.0,69.28,320800011561,32,BRONX,2019,9.72,0.0,90.28,0.0,0.0,0.0
BRONX DESIGN AND CONSTRUCTION ACADEMY,0.0,0.0,16.91,85.71,19.83,7.87,73.18,70.85,12.83,80.17,0.0,0.0,14.29,87.17,0.0,26.82,0.0,64.29,320700011522,32,BRONX,2019,3.79,0.0,59.18,0.0,0.0,0.0
BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,0.0,0.0,11.28,78.97,54.36,0.0,57.95,66.15,0.0,45.64,0.0,0.0,21.03,0.0,0.0,9.74,0.0,95.13,320900011324,32,BRONX,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRONX ENGINEERING AND TECHNOLOGY ACADEMY,0.0,1.84,30.15,88.97,15.07,4.41,76.47,60.29,9.19,84.93,0.0,0.0,11.03,90.81,0.0,23.53,2.21,73.35,321000011213,32,BRONX,2019,8.46,0.0,91.54,0.0,0.0,0.0
BRONX ENVISION ACADEMY,0.0,0.0,21.79,85.71,59.64,2.5,78.21,62.5,11.07,40.36,0.0,0.0,14.29,88.93,0.0,21.79,0.0,72.5,321200011511,32,BRONX,2019,12.14,0.0,87.86,0.0,0.0,0.0
BRONX HAVEN HIGH SCHOOL,0.0,0.0,0.0,84.51,51.77,0.0,72.12,68.14,7.52,48.23,0.0,0.0,15.49,92.48,0.0,27.88,0.0,33.19,320700011381,32,BRONX,2019,11.5,0.0,65.49,0.0,0.0,0.0
BRONX HEALTH SCIENCES HIGH SCHOOL,0.0,8.77,50.88,69.01,58.48,2.92,0.0,29.24,0.0,41.52,0.0,0.0,30.99,0.0,0.0,0.0,0.0,97.08,321100011249,32,BRONX,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,0.0,3.55,28.43,70.05,55.84,2.54,88.32,57.87,0.0,44.16,0.0,0.0,29.95,0.0,0.0,11.68,0.0,88.83,320900011413,32,BRONX,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRONX HIGH SCHOOL FOR THE VISUAL ARTS,0.0,0.0,27.69,80.0,49.85,3.08,69.23,57.85,2.15,50.15,0.0,0.0,20.0,33.54,0.0,30.77,8.0,74.62,321100011418,32,BRONX,2019,9.85,0.0,90.15,0.0,0.0,0.0
BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,0.0,0.0,46.89,69.96,46.89,2.93,75.82,30.04,8.06,53.11,0.0,0.0,30.04,91.94,0.0,24.18,0.0,72.34,321100011253,32,BRONX,2019,12.09,0.0,87.91,0.0,0.0,0.0
BRONX HIGH SCHOOL OF BUSINESS,0.0,0.0,0.0,47.73,47.73,15.34,78.98,74.43,28.41,52.27,0.0,0.0,19.32,71.59,0.0,21.02,0.0,65.62,320900011412,32,BRONX,2019,18.75,0.0,81.25,0.0,0.0,0.0
